24,-57.5,25,-57.5
24,-48.5,25,-48.5
24,-43.5,25,-43.5
24,-35.5,25,-35.5
24,-24.5,25,-24.5
24,-2.5,25,-2.5
25.5,-111,25.5,-110
25.5,-101,25.5,-100
25.5,-105,25.5,-104
24,-104,25,-104
25.5,-103,25.5,-102
25.5,-65,25.5,-64
25.5,-55,25.5,-54
24,-53.5,25,-53.5
25.5,-47,25.5,-46
25.5,-39,25.5,-38
24,-39.5,25,-39.5
25.5,-11,25.5,-10
24,-11.5,25,-11.5
25.5,-83,25.5,-82
25.5,-57,25.5,-56
25.5,-35,25.5,-34
27.5,-1,27.5,0
26.5,-79,26.5,-78
26.5,-69,26.5,-68
26.5,-63,26.5,-62
26.5,-53,26.5,-52
27.5,-41,27.5,-40
29.5,-13,29.5,-12
26,-117.5,27,-117.5
26,-109.5,27,-109.5
26,-105.5,27,-105.5
26,-101.5,27,-101.5
26,-93.5,27,-93.5
26,-81.5,27,-81.5
26,-65.5,27,-65.5
26,-55.5,27,-55.5
26,-48.5,27,-48.5
26,-37.5,27,-37.5
26,-33.5,27,-33.5
26,-29.5,27,-29.5
26,-9.5,27,-9.5
26,-4.5,27,-4.5
27.5,-121,27.5,-120
26,-123.5,27,-123.5
27.5,-81,27.5,-80
27.5,-35,27.5,-34
27.5,-9,27.5,-8
27,-109,27,-108
27.5,-107,27.5,-106
27.5,-99,27.5,-98
27,-98,26,-98
28.5,-97,28.5,-96
27.5,-93,27.5,-92
28.5,-87,28.5,-86
26,-88.5,27,-88.5
27.5,-77,27.5,-76
26,-74.5,27,-74.5
28.5,-73,28.5,-72
27.5,-67,27.5,-66
27.5,-59,27.5,-58
28.5,-51,28.5,-50
27.5,-45,27.5,-44
26,-43.5,27,-43.5
27.5,-37,27.5,-36
27.5,-29,27.5,-28
27.5,-25,27.5,-24
26,-22.5,27,-22.5
28.5,-21,28.5,-20
27.5,-3,27.5,-2
28.5,-117,28.5,-116
27.5,-91,27.5,-90
27.5,-127,27.5,-126
29.5,-43,29.5,-42
28,-125.5,29,-125.5
28,-121.5,29,-121.5
28,-105.5,29,-105.5
28,-100.5,29,-100.5
28,-93.5,29,-93.5
28,-89.5,29,-89.5
28,-82.5,29,-82.5
28,-77.5,29,-77.5
28,-69.5,29,-69.5
28,-65.5,29,-65.5
28,-61.5,29,-61.5
28,-46.5,29,-46.5
28,-35.5,29,-35.5
28,-30.5,29,-30.5
28,-25.5,29,-25.5
28,-17.5,29,-17.5
28,-9.5,29,-9.5
28,-4.5,29,-4.5
31.5,-71,31.5,-70
28,-53.5,29,-53.5
30.5,-81,30.5,-80
28,-57.5,29,-57.5
29.5,-125,29.5,-124
29.5,-123,29.5,-122
31.5,-105,31.5,-104
29.5,-33,29.5,-32
29.5,-17,29.5,-16
29.5,-11,29.5,-10
29.5,-7,29.5,-6
30.5,-103,30.5,-102
29.5,-95,29.5,-94
30.5,-89,30.5,-88
29.5,-65,29.5,-64
30.5,-61,30.5,-60
30.5,-57,30.5,-56
30.5,-55,30.5,-54
29.5,-49,29.5,-48
29.5,-27,29.5,-26
30,-125.5,31,-125.5
30,-121.5,31,-121.5
30,-119.5,31,-119.5
30,-115.5,31,-115.5
30,-95.5,31,-95.5
30,-84.5,31,-84.5
30,-73.5,31,-73.5
30,-63.5,31,-63.5
30,-49.5,31,-49.5
30,-39.5,31,-39.5
30,-30.5,31,-30.5
30,-21.5,31,-21.5
30,-18.5,31,-18.5
30,-5.5,31,-5.5
31.5,-115,31.5,-114
32.5,-75,32.5,-74
31.5,-39,31.5,-38
30,-25.5,31,-25.5
33.5,-1,33.5,0
31.5,-101,31.5,-100
31,-100,30,-100
32.5,-99,32.5,-98
31.5,-93,31.5,-92
31,-92,30,-92
31.5,-91,31.5,-90
32.5,-69,32.5,-68
31,-68,30,-68
32.5,-67,32.5,-66
32.5,-37,32.5,-36
31,-36,30,-36
31.5,-35,31.5,-34
35.5,-127,35.5,-126
31.5,-111,31.5,-110
30,-109.5,31,-109.5
32.5,-83,32.5,-82
31.5,-63,31.5,-62
32.5,-29,32.5,-28
31.5,-25,31.5,-24
31.5,-5,31.5,-4
31.5,-77,31.5,-76
31.5,-45,31.5,-44
32.5,-121,32.5,-120
31.5,-109,31.5,-108
32,-116.5,33,-116.5
32,-111.5,33,-111.5
32,-107.5,33,-107.5
32,-101.5,33,-101.5
32,-93.5,33,-93.5
32,-89.5,33,-89.5
32,-78.5,33,-78.5
32,-61.5,33,-61.5
32,-52.5,33,-52.5
32,-45.5,33,-45.5
32,-40.5,33,-40.5
32,-33.5,33,-33.5
32,-16.5,33,-16.5
32,-3.5,33,-3.5
34.5,-57,34.5,-56
32,-57.5,33,-57.5
32,-23.5,33,-23.5
33.5,-119,33.5,-118
33.5,-95,33.5,-94
33.5,-85,33.5,-84
33.5,-3,33.5,-2
35.5,-23,35.5,-22
33.5,-125,33.5,-124
33.5,-107,33.5,-106
33.5,-59,33.5,-58
34.5,-51,34.5,-50
34.5,-49,34.5,-48
32,-47.5,33,-47.5
34.5,-33,34.5,-32
37.5,-19,37.5,-18
33.5,-11,33.5,-10
32,-8.5,33,-8.5
33.5,-7,33.5,-6
33.5,-47,33.5,-46
34,-122.5,35,-122.5
34,-117.5,35,-117.5
34,-105.5,35,-105.5
34,-97.5,35,-97.5
34,-93.5,35,-93.5
34,-78.5,35,-78.5
34,-69.5,35,-69.5
34,-65.5,35,-65.5
34,-60.5,35,-60.5
34,-41.5,35,-41.5
34,-35.5,35,-35.5
34,-27.5,35,-27.5
34,-9.5,35,-9.5
34,-4.5,35,-4.5
35.5,-85,35.5,-84
34,-85.5,35,-85.5
35.5,-65,35.5,-64
36.5,-13,36.5,-12
34,-14.5,35,-14.5
40,-117,40,-116
35.5,-113,35.5,-112
34,-113.5,35,-113.5
35.5,-111,35.5,-110
35,-110,34,-110
35.5,-103,35.5,-102
35.5,-55,35.5,-54
35.5,-35,35.5,-34
35.5,-27,35.5,-26
37.5,-17,37.5,-16
36.5,-115,36.5,-114
40,-109,40,-108
35.5,-97,35.5,-96
36.5,-93,36.5,-92
34,-90,35,-90
35.5,-63,35.5,-62
35.5,-9,35.5,-8
35.5,-87,35.5,-86
36,-111.5,37,-111.5
36,-100.5,37,-100.5
36,-103.5,37,-103.5
36,-87.5,37,-87.5
36,-83.5,37,-83.5
36,-63.5,37,-63.5
36,-55.5,37,-55.5
36,-51.5,37,-51.5
36,-47.5,37,-47.5
36,-35.5,37,-35.5
36,-31.5,37,-31.5
36,-27.5,37,-27.5
36,-4.5,37,-4.5
40,-97,40,-96
36,-95.5,37,-95.5
37,-55,37,-54
38.5,-1,38.5,0
38.5,-99,38.5,-98
37.5,-61,37.5,-60
36,-59.5,37,-59.5
37.5,-59,37.5,-58
37.5,-37,37.5,-36
37.5,-123,37.5,-122
36,-121.5,37,-121.5
37.5,-105,37.5,-104
37.5,-89,37.5,-88
37.5,-83,37.5,-82
38.5,-53,38.5,-52
37.5,-47,37.5,-46
37.5,-41,37.5,-40
36,-41.5,37,-41.5
37.5,-29,37.5,-28
37.5,-73,37.5,-72
36,-74.5,37,-74.5
37.5,-121,37.5,-120
38.5,-77,38.5,-76
39.5,-43,39.5,-42
38,-123.5,39,-123.5
38,-119.5,39,-119.5
38,-113.5,39,-113.5
38,-105.5,39,-105.5
38,-91.5,39,-91.5
38,-73.5,39,-73.5
38,-45.5,39,-45.5
38,-39.5,39,-39.5
38,-34.5,39,-34.5
38,-29.5,39,-29.5
38,-24.5,39,-24.5
38,-13.5,39,-13.5
38,-11.5,39,-11.5
38,-7.5,39,-7.5
38,-87.5,39,-87.5
39.5,-83,39.5,-82
40.5,-61,40.5,-60
38,-65.5,39,-65.5
39.5,-81,39.5,-80
38,-79.5,39,-79.5
39.5,-79,39.5,-78
39.5,-51,39.5,-50
38,-50,39,-50
40.5,-49,40.5,-48
39.5,-45,39.5,-44
39.5,-33,39.5,-32
39.5,-125,39.5,-124
39.5,-119,39.5,-118
40.5,-111,40.5,-110
38,-111.5,39,-111.5
44.5,-91,44.5,-90
39.5,-87,39.5,-86
39.5,-75,39.5,-74
39.5,-71,39.5,-70
39.5,-27,39.5,-26
40.5,-31,40.5,-30
40.5,-5,40.5,-4
40,-125.5,41,-125.5
40,-115.5,41,-115.5
40,-105.5,41,-105.5
40,-94.5,41,-94.5
40,-85.5,41,-85.5
40,-81.5,41,-81.5
40,-77.5,41,-77.5
40,-67.5,41,-67.5
40,-56.5,41,-56.5
40,-51.5,41,-51.5
40,-45.5,41,-45.5
40,-34.5,41,-34.5
40,-14.5,41,-14.5
40,-8,41,-8
40,-1.5,41,-1.5
41.5,-127,41.5,-126
41.5,-119,41.5,-118
40,-120.5,41,-120.5
41.5,-99,41.5,-98
40,-99.5,41,-99.5
41.5,-75,41.5,-74
41.5,-27,41.5,-26
41.5,-123,41.5,-122
41.5,-103,41.5,-102
41.5,-85,41.5,-84
41.5,-47,41.5,-46
41.5,-25,41.5,-24
40,-23.5,41,-23.5
41.5,-23,41.5,-22
42.5,-11,42.5,-10
40,-11.5,41,-11.5
41.5,-115,41.5,-114
41.5,-101,41.5,-100
42.5,-93,42.5,-92
41.5,-9,41.5,-8
44.5,-3,44.5,-2
42.5,-65,42.5,-64
41.5,-59,41.5,-58
42.5,-41,42.5,-40
40,-38.5,41,-38.5
41.5,-37,41.5,-36
42,-121.5,43,-121.5
42,-113.5,43,-113.5
42,-101.5,43,-101.5
42,-103.5,43,-103.5
42,-85.5,43,-85.5
42,-59.5,43,-59.5
42,-45.5,43,-45.5
42,-43.5,43,-43.5
42,-29.5,43,-29.5
42,-25.5,43,-25.5
42,-20.5,43,-20.5
42,-7.5,43,-7.5
42,-5.5,43,-5.5
42,-49.5,43,-49.5
44.5,-111,44.5,-110
42,-109.5,43,-109.5
43.5,-23,43.5,-22
43,-121,43,-120
44.5,-51,44.5,-50
43.5,-113,43.5,-112
